,MAE
1320,0.25275904
1321,0.25275904
1322,0.25275904
1323,0.25275904
1324,0.25275904
1325,0.25275904
1326,0.25275904
1327,0.25275904
1328,0.25275904
1329,0.25275904
1330,0.25275904
1331,0.25275904
1332,0.25275904
1333,0.25275904
1334,0.25275904
1335,0.25275904
1336,0.25275904
1337,0.25275904
1338,0.25275904
1339,0.25275904
1340,0.25275904
1341,0.25275904
1342,0.25275904
1343,0.25275904
1344,0.25275904
1345,0.25275904
1346,0.25275904
1347,0.25275904
1348,0.25275904
1349,0.25275904
1350,0.25275904
1351,0.25275904
1352,0.25275904
1353,0.25275904
1354,0.25275904
1355,0.25275904
1356,0.25275904
1357,0.25275904
1358,0.25275904
1359,0.25275904
1360,0.25275904
1361,0.25275904
1362,0.25275904
1363,0.25275904
1364,0.25275904
1365,0.25275904
1366,0.25275904
1367,0.25275904
1368,0.25275904
1369,0.25275904
1370,0.25275904
1371,0.25275904
1372,0.25275904
1373,0.25275904
1374,0.25275904
1375,0.25275904
1376,0.25275904
1377,0.25275904
1378,0.25275904
1379,0.25275904
1380,0.25275904
1381,0.25275904
1382,0.25275904
1383,0.25275904
1384,0.25275904
1385,0.25275904
1386,0.25275904
1387,0.25275904
1388,0.25275904
1389,0.25275904
1390,0.25275904
1391,0.25275904
1392,0.25275904
1393,0.25275904
1394,0.25275904
1395,0.25275904
1396,0.25275904
1397,0.25275904
1398,0.25275904
1399,0.25275904
1400,0.25275904
1401,0.25275904
1402,0.25275904
1403,0.25275904
1404,0.25275904
1405,0.25275904
1406,0.25275904
1407,0.25275904
1408,0.25275904
1409,0.25275904
1410,0.25275904
1411,0.25275904
1412,0.25275904
1413,0.25275904
1414,0.25275904
1415,0.25275904
1416,0.25275904
1417,0.25275904
1418,0.25275904
1419,0.25275904
1420,0.25275904
1421,0.25275904
1422,0.25275904
1423,0.25275904
1424,0.25275904
1425,0.25275904
1426,0.25275904
1427,0.25275904
1428,0.25275904
1429,0.25275904
1430,0.25275904
1431,0.25275904
1432,0.25275904
1433,0.25275904
1434,0.25275904
1435,0.25275904
1436,0.25275904
1437,0.25275904
1438,0.25275904
1439,0.25275904
1440,0.25275904
1441,0.25275904
1442,0.25275904
1443,0.25275904
1444,0.25275904
1445,0.25275904
1446,0.25275904
1447,0.25275904
1448,0.25275904
1449,0.25275904
1450,0.25275904
1451,0.25275904
1452,0.25275904
1453,0.25275904
1454,0.25275904
1455,0.25275904
1456,0.25275904
1457,0.25275904
1458,0.25275904
1459,0.25275904
1460,0.25275904
1461,0.25275904
1462,0.25275904
1463,0.25275904
1464,0.25275904
1465,0.25275904
1466,0.25275904
1467,0.25275904
1468,0.25275904
1469,0.25275904
1470,0.25275904
1471,0.25275904
1472,0.25275904
1473,0.25275904
1474,0.25275904
1475,0.25275904
1476,0.25275904
1477,0.25275904
1478,0.25275904
1479,0.25275904
1480,0.25275904
1481,0.25275904
1482,0.25275904
1483,0.25275904
1484,0.25275904
1485,0.25275904
1486,0.25275904
1487,0.25275904
1488,0.25275904
1489,0.25275904
1490,0.25275904
1491,0.25275904
1492,0.25275904
1493,0.25275904
1494,0.25275904
1495,0.25275904
1496,0.25275904
1497,0.25275904
1498,0.25275904
1499,0.25275904
1500,0.25275904
1501,0.25275904
1502,0.25275904
1503,0.25275904
1504,0.25275904
1505,0.25275904
1506,0.25275904
1507,0.25275904
1508,0.25275904
1509,0.25275904
1510,0.25275904
1511,0.25275904
1512,0.25275904
1513,0.25275904
1514,0.25275904
1515,0.25275904
1516,0.25275904
1517,0.25275904
1518,0.25275904
1519,0.25275904
1520,0.25275904
1521,0.25275904
1522,0.25275904
1523,0.25275904
1524,0.25275904
1525,0.25275904
1526,0.25275904
1527,0.25275904
1528,0.25275904
1529,0.25275904
1530,0.25275904
1531,0.25275904
1532,0.25275904
1533,0.25275904
1534,0.25275904
1535,0.25275904
1536,0.25275904
1537,0.25275904
1538,0.25275904
1539,0.25275904
1540,0.25275904
1541,0.25275904
1542,0.25275904
1543,0.25275904
